Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
17,Entry short,2026-03-11 07:18,B8 2.5x,1.16352,5000,5817.6,1.35,0.02,0.35,1.53,0.03,-0.28,0.00,12.26,2.45,0
18,Exit short,2026-03-11 09:00,TP,1.16099,4000,4645.24,1,0.02,0.28,1.14,0.02,-0.46,-0.01,13.26,2.65,0
18,Entry short,2026-03-11 09:00,B6 2x,1.16131,4000,4645.24,1,0.02,0.28,1.14,0.02,-0.46,-0.01,13.26,2.65,0
19,Exit long,2026-03-13 08:00,TP,1.14539,1000,1145.92,-0.6,-0.05,0.07,0.16,0.01,-0.56,-0.05,12.66,2.53,4
19,Entry long,2026-03-13 07:48,B6 0.5x,1.14592,1000,1145.92,-0.6,-0.05,0.07,0.16,0.01,-0.56,-0.05,12.66,2.53,4
20,Exit long,2026-03-16 07:45,TP,1.14213,2000,2283.26,0.86,0.04,0.14,0.93,0.04,-0.47,-0.02,13.52,2.70,3
20,Entry long,2026-03-16 07:36,B7 1x,1.14163,2000,2283.26,0.86,0.04,0.14,0.93,0.04,-0.47,-0.02,13.52,2.70,3
21,Exit short,2026-03-16 08:39,TP,1.14376,4000,4576.92,1.6,0.03,0.28,1.74,0.04,-1.06,-0.02,15.12,3.02,5
21,Entry short,2026-03-16 08:24,B6 2x,1.14423,4000,4576.92,1.6,0.03,0.28,1.74,0.04,-1.06,-0.02,15.12,3.02,5
22,Exit short,2026-03-17 13:06,TP,1.15296,1000,1153.47,0.44,0.04,0.07,0.48,0.04,-0.21,-0.02,15.56,3.11,1
22,Entry short,2026-03-17 13:03,B6 0.5x,1.15347,1000,1153.47,0.44,0.04,0.07,0.48,0.04,-0.21,-0.02,15.56,3.11,1
23,Exit long,2026-03-19 07:06,TP,1.14605,5000,5727.9,2,0.03,0.35,2.17,0.04,-1.67,-0.03,17.56,3.51,1
23,Entry long,2026-03-19 07:03,B8 2.5x,1.14558,5000,5727.9,2,0.03,0.35,2.17,0.04,-1.67,-0.03,17.56,3.51,1
24,Exit short,2026-03-19 07:09,TP,1.14644,8000,9177.2,5.12,0.06,0.56,5.4,0.06,-0.6,-0.01,22.68,4.54,0
24,Entry short,2026-03-19 07:09,B7 4x,1.14715,8000,9177.2,5.12,0.06,0.56,5.4,0.06,-0.6,-0.01,22.68,4.54,0
25,Exit short,2026-03-19 13:21,TP,1.14921,1000,1150.07,0.79,0.07,0.07,0.83,0.07,-0.1,-0.01,23.47,4.69,0
25,Entry short,2026-03-19 13:21,B6 0.5x,1.15007,1000,1150.07,0.79,0.07,0.07,0.83,0.07,-0.1,-0.01,23.47,4.69,0
26,Exit short,2026-03-19 19:09,TP,1.16031,1000,1160.99,0.61,0.05,0.07,0.65,0.06,-0.53,-0.05,24.08,4.82,0
26,Entry short,2026-03-19 19:09,B6 0.5x,1.16099,1000,1160.99,0.61,0.05,0.07,0.65,0.06,-0.53,-0.05,24.08,4.82,0
27,Exit short,2026-03-20 07:30,TP,1.15671,1000,1157.12,0.34,0.03,0.07,0.38,0.03,-0.35,-0.03,24.42,4.88,7
27,Entry short,2026-03-20 07:09,B6 0.5x,1.15712,1000,1157.12,0.34,0.03,0.07,0.38,0.03,-0.35,-0.03,24.42,4.88,7
28,Exit short,2026-03-24 07:12,TP,1.16167,2000,2321.52,-1.96,-0.08,0.14,0.19,0.01,-1.89,-0.08,22.46,4.49,0
28,Entry short,2026-03-24 07:12,B6 1x,1.16076,2000,2321.52,-1.96,-0.08,0.14,0.19,0.01,-1.89,-0.08,22.46,4.49,0
29,Exit long,2026-03-24 14:00,TP,1.15812,1000,1157.46,0.59,0.05,0.07,0.63,0.05,-0.79,-0.07,23.05,4.61,17
29,Entry long,2026-03-24 13:09,B6 0.5x,1.15746,1000,1157.46,0.59,0.05,0.07,0.63,0.05,-0.79,-0.07,23.05,4.61,17
30,Exit long,2026-03-25 07:36,TP,1.15937,1000,1158.96,0.34,0.03,0.07,0.38,0.03,-0.04,0.00,23.39,4.68,0
30,Entry long,2026-03-25 07:36,B6 0.5x,1.15896,1000,1158.96,0.34,0.03,0.07,0.38,0.03,-0.04,0.00,23.39,4.68,0
31,Exit long,2026-04-01 09:03,TP,1.15874,4000,4631.68,3,0.06,0.28,3.14,0.07,-0.82,-0.02,26.39,5.28,4
31,Entry long,2026-04-01 08:51,B6 2x,1.15792,4000,4631.68,3,0.06,0.28,3.14,0.07,-0.82,-0.02,26.39,5.28,4
32,Exit short,2026-04-02 20:24,TP,1.15406,2000,2308.54,0.28,0.01,0.14,0.35,0.02,-0.09,0.00,26.67,5.33,0
32,Entry short,2026-04-02 20:24,B6 1x,1.15427,2000,2308.54,0.28,0.01,0.14,0.35,0.02,-0.09,0.00,26.67,5.33,0
33,Exit short,2026-04-06 08:45,TP,1.15573,1000,1155.2,-0.6,-0.05,0.07,0,0.00,-0.56,-0.05,26.07,5.21,0
33,Entry short,2026-04-06 08:45,B6 0.5x,1.1552,1000,1155.2,-0.6,-0.05,0.07,0,0.00,-0.56,-0.05,26.07,5.21,0
34,Exit short,2026-04-07 09:03,TP,1.15494,5000,5778.1,3.05,0.05,0.35,3.23,0.06,-0.37,-0.01,29.12,5.82,0
34,Entry short,2026-04-07 09:03,B8 2.5x,1.15562,5000,5778.1,3.05,0.05,0.35,3.23,0.06,-0.37,-0.01,29.12,5.82,0
35,Exit short,2026-04-07 20:24,TP,1.15834,2000,2317.62,0.8,0.03,0.14,0.87,0.04,-0.15,-0.01,29.92,5.98,1
35,Entry short,2026-04-07 20:21,B7 1x,1.15881,2000,2317.62,0.8,0.03,0.14,0.87,0.04,-0.15,-0.01,29.92,5.98,1
36,Exit short,2026-04-07 21:00,TP,1.15927,5000,5799.75,3.05,0.05,0.35,3.23,0.06,-1.27,-0.02,32.97,6.59,4
36,Entry short,2026-04-07 20:48,B8 2.5x,1.15995,5000,5799.75,3.05,0.05,0.35,3.23,0.06,-1.27,-0.02,32.97,6.59,4
37,Exit short,2026-04-13 14:51,TP,1.17051,5000,5855.75,2.85,0.05,0.35,3.03,0.05,-0.37,-0.01,35.82,7.16,0
37,Entry short,2026-04-13 14:51,B8 2.5x,1.17115,5000,5855.75,2.85,0.05,0.35,3.03,0.05,-0.37,-0.01,35.82,7.16,0
38,Exit short,2026-04-14 08:06,TP,1.17958,5000,5893.4,-4.85,-0.08,0.35,0.57,0.01,-4.67,-0.08,30.97,6.19,1
38,Entry short,2026-04-14 08:03,B8 2.5x,1.17868,5000,5893.4,-4.85,-0.08,0.35,0.57,0.01,-4.67,-0.08,30.97,6.19,1
39,Exit long,2026-04-16 15:03,TP,1.17749,1000,1177.25,0.17,0.01,0.07,0.21,0.02,-0.57,-0.05,31.14,6.23,3
39,Entry long,2026-04-16 14:54,B6 0.5x,1.17725,1000,1177.25,0.17,0.01,0.07,0.21,0.02,-0.57,-0.05,31.14,6.23,3
40,Exit short,2026-04-17 09:42,TP,1.17905,1000,1178.73,-0.39,-0.03,0.07,0,0.00,-0.35,-0.03,30.75,6.15,0
40,Entry short,2026-04-17 09:42,B6 0.5x,1.17873,1000,1178.73,-0.39,-0.03,0.07,0,0.00,-0.35,-0.03,30.75,6.15,0
41,Exit short,2026-04-20 14:09,TP,1.17649,4000,4707.04,0.8,0.02,0.28,0.94,0.02,-0.22,0.00,31.55,6.31,0
41,Entry short,2026-04-20 14:09,B7 2x,1.17676,4000,4707.04,0.8,0.02,0.28,0.94,0.02,-0.22,0.00,31.55,6.31,0
42,Exit long,2026-04-21 20:39,TP,1.17299,1000,1173.54,-0.62,-0.05,0.07,0.03,0.00,-0.58,-0.05,30.93,6.19,0
42,Entry long,2026-04-21 20:39,B6 0.5x,1.17354,1000,1173.54,-0.62,-0.05,0.07,0.03,0.00,-0.58,-0.05,30.93,6.19,0
43,Exit short,2026-04-22 14:30,TP,1.17308,8000,9388.48,3.28,0.03,0.56,3.56,0.04,-0.44,0.00,34.21,6.84,3
43,Entry short,2026-04-22 14:21,B7 4x,1.17356,8000,9388.48,3.28,0.03,0.56,3.56,0.04,-0.44,0.00,34.21,6.84,3
44,Exit short,2026-04-23 08:09,TP,1.17058,4000,4683.08,0.48,0.01,0.28,0.62,0.01,-0.26,-0.01,34.69,6.94,0
44,Entry short,2026-04-23 08:09,B7 2x,1.17077,4000,4683.08,0.48,0.01,0.28,0.62,0.01,-0.26,-0.01,34.69,6.94,0
45,Exit long,2026-04-27 20:51,TP,1.17233,1000,1172.24,0.02,0.00,0.07,0.06,0.00,-0.08,-0.01,34.71,6.94,1
45,Entry long,2026-04-27 20:48,B6 0.5x,1.17224,1000,1172.24,0.02,0.00,0.07,0.06,0.00,-0.08,-0.01,34.71,6.94,1
46,Exit short,2026-04-28 14:30,TP,1.16962,4000,4679.64,0.88,0.02,0.28,1.02,0.02,-0.34,-0.01,35.59,7.12,0
46,Entry short,2026-04-28 14:30,B6 2x,1.16991,4000,4679.64,0.88,0.02,0.28,1.02,0.02,-0.34,-0.01,35.59,7.12,0
47,Exit long,2026-04-29 09:03,TP,1.16967,1000,1169.97,-0.37,-0.03,0.07,0,0.00,-0.33,-0.03,35.22,7.04,0
47,Entry long,2026-04-29 09:03,B6 0.5x,1.16997,1000,1169.97,-0.37,-0.03,0.07,0,0.00,-0.33,-0.03,35.22,7.04,0
48,Exit short,2026-04-30 09:06,TP,1.1697,2000,2338.54,-1,-0.04,0.14,0.17,0.01,-0.93,-0.04,34.22,6.84,0
48,Entry short,2026-04-30 09:06,B6 1x,1.16927,2000,2338.54,-1,-0.04,0.14,0.17,0.01,-0.93,-0.04,34.22,6.84,0
49,Exit long,2026-04-30 20:33,TP,1.17361,4000,4693.2,0.96,0.02,0.28,1.1,0.02,-0.46,-0.01,35.18,7.04,4
49,Entry long,2026-04-30 20:21,B6 2x,1.1733,4000,4693.2,0.96,0.02,0.28,1.1,0.02,-0.46,-0.01,35.18,7.04,4
50,Exit long,2026-05-01 14:48,TP,1.17502,4000,4698.8,1,0.02,0.28,1.14,0.02,-1.34,-0.03,36.18,7.24,0
