Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
193,Entry short,2026-06-12 20:03,GOLD SELL,1.1577,2000,2315.4,-3.11,-0.13,0.09,2.01,0.09,-9.09,-0.39,316.75,31.67,480
194,Exit short,2026-06-15 20:06,GOLD FLIP,1.15921,2000,2321.22,2.71,0.12,0.09,3.13,0.13,-3.27,-0.14,319.52,31.95,381
194,Entry short,2026-06-15 01:03,GOLD SELL,1.16061,2000,2321.22,2.71,0.12,0.09,3.13,0.13,-3.27,-0.14,319.52,31.95,381
195,Exit short,2026-06-15 20:06,GOLD FLIP,1.15921,2000,2322.92,4.41,0.19,0.09,4.83,0.21,-1.57,-0.07,324,32.40,281
195,Entry short,2026-06-15 06:03,GOLD SELL,1.16146,2000,2322.92,4.41,0.19,0.09,4.83,0.21,-1.57,-0.07,324,32.40,281
196,Exit long,2026-06-16 20:06,GOLD FLIP,1.16129,2000,2318.42,4.06,0.17,0.11,5.47,0.24,-3.51,-0.15,327.99,32.80,479
196,Entry long,2026-06-15 20:06,GOLD BUY,1.15921,2000,2318.42,4.06,0.17,0.11,5.47,0.24,-3.51,-0.15,327.99,32.80,479
197,Exit long,2026-06-16 20:06,GOLD FLIP,1.16129,2000,2315.24,7.24,0.31,0.11,8.65,0.37,-0.33,-0.01,335.29,33.53,264
197,Entry long,2026-06-16 06:54,GOLD BUY,1.15762,2000,2315.24,7.24,0.31,0.11,8.65,0.37,-0.33,-0.01,335.29,33.53,264
198,Exit short,2026-06-17 20:03,GOLD FLIP,1.1528,2000,2322.58,16.84,0.73,0.14,16.91,0.73,-0.83,-0.04,352.13,35.21,479
198,Entry short,2026-06-16 20:06,GOLD SELL,1.16129,2000,2322.58,16.84,0.73,0.14,16.91,0.73,-0.83,-0.04,352.13,35.21,479
199,Exit long,2026-06-19 20:03,GOLD FLIP,1.14779,2000,2305.6,-10.1,-0.44,0.08,0.37,0.02,-22.11,-0.96,341.68,34.17,960
