Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
199,Entry long,2026-06-17 20:03,GOLD BUY,1.1528,2000,2305.6,-10.1,-0.44,0.08,0.37,0.02,-22.11,-0.96,341.68,34.17,960
200,Exit long,2026-06-19 20:03,GOLD FLIP,1.14779,2000,2300.26,-4.76,-0.21,0.08,5.35,0.23,-16.77,-0.73,336.99,33.70,952
200,Entry long,2026-06-17 20:27,GOLD BUY,1.15013,2000,2300.26,-4.76,-0.21,0.08,5.35,0.23,-16.77,-0.73,336.99,33.70,952
201,Exit long,2026-06-19 20:03,GOLD FLIP,1.14779,2000,2291.2,4.3,0.19,0.08,4.87,0.21,-7.71,-0.34,341.36,34.14,480
201,Entry long,2026-06-18 20:03,GOLD BUY,1.1456,2000,2291.2,4.3,0.19,0.08,4.87,0.21,-7.71,-0.34,341.36,34.14,480
202,Exit long,2026-06-19 20:03,GOLD FLIP,1.14779,2000,2291.24,4.26,0.19,0.08,4.83,0.21,-7.75,-0.34,345.68,34.57,476
202,Entry long,2026-06-18 20:15,GOLD BUY,1.14562,2000,2291.24,4.26,0.19,0.08,4.83,0.21,-7.75,-0.34,345.68,34.57,476
203,Exit long,2026-06-19 20:03,GOLD FLIP,1.14779,2000,2288.34,7.16,0.31,0.08,7.73,0.34,-4.85,-0.21,352.91,35.29,300
203,Entry long,2026-06-19 05:03,GOLD BUY,1.14417,2000,2288.34,7.16,0.31,0.08,7.73,0.34,-4.85,-0.21,352.91,35.29,300
204,Exit long,2026-06-19 20:03,GOLD FLIP,1.14779,2000,2285.58,9.92,0.43,0.08,10.49,0.46,-2.09,-0.09,362.9,36.29,280
204,Entry long,2026-06-19 06:03,GOLD BUY,1.14279,2000,2285.58,9.92,0.43,0.08,10.49,0.46,-2.09,-0.09,362.9,36.29,280
205,Exit short,2026-06-22 20:03,GOLD FLIP,1.14238,2000,2295.58,10.72,0.47,0.11,11.01,0.48,-0.19,-0.01,373.55,37.35,479
205,Entry short,2026-06-19 20:03,GOLD SELL,1.14779,2000,2295.58,10.72,0.47,0.11,11.01,0.48,-0.19,-0.01,373.55,37.35,479
206,Exit short,2026-06-22 20:03,GOLD FLIP,1.14238,2000,2292.6,7.74,0.34,0.11,8.03,0.35,-2.19,-0.10,381.35,38.14,380
206,Entry short,2026-06-22 01:03,GOLD SELL,1.1463,2000,2292.6,7.74,0.34,0.11,8.03,0.35,-2.19,-0.10,381.35,38.14,380
207,Exit long,2026-06-25 05:03,GOLD FLIP,1.13701,2000,2284.76,-10.83,-0.47,0.09,2.97,0.13,-19.95,-0.87,370.31,37.03,1140
207,Entry long,2026-06-22 20:03,GOLD BUY,1.14238,2000,2284.76,-10.83,-0.47,0.09,2.97,0.13,-19.95,-0.87,370.31,37.03,1140
208,Exit long,2026-06-25 05:03,GOLD FLIP,1.13701,2000,2276.06,-2.13,-0.09,0.09,0.63,0.03,-11.25,-0.49,368.26,36.83,660
208,Entry long,2026-06-23 20:03,GOLD BUY,1.13803,2000,2276.06,-2.13,-0.09,0.09,0.63,0.03,-11.25,-0.49,368.26,36.83,660
209,Exit long,2026-06-25 05:03,GOLD FLIP,1.13701,2000,2275.14,-1.21,-0.05,0.09,0.49,0.02,-10.33,-0.45,367.12,36.71,550
209,Entry long,2026-06-24 01:33,GOLD BUY,1.13757,2000,2275.14,-1.21,-0.05,0.09,0.49,0.02,-10.33,-0.45,367.12,36.71,550
210,Exit long,2026-06-25 05:03,GOLD FLIP,1.13701,2000,2271.1,2.83,0.12,0.09,3.07,0.14,-1.63,-0.07,370.02,37.00,178
210,Entry long,2026-06-24 20:09,GOLD BUY,1.13555,2000,2271.1,2.83,0.12,0.09,3.07,0.14,-1.63,-0.07,370.02,37.00,178
211,Exit short,2026-06-26 20:24,GOLD FLIP,1.13823,2000,2274.02,-2.53,-0.11,0.09,7.23,0.32,-12.87,-0.57,367.28,36.73,786
211,Entry short,2026-06-25 05:03,GOLD SELL,1.13701,2000,2274.02,-2.53,-0.11,0.09,7.23,0.32,-12.87,-0.57,367.28,36.73,786
212,Exit short,2026-06-26 20:24,GOLD FLIP,1.13823,2000,2274.52,-2.03,-0.09,0.09,3.61,0.16,-12.37,-0.54,365.33,36.53,486
212,Entry short,2026-06-25 20:03,GOLD SELL,1.13726,2000,2274.52,-2.03,-0.09,0.09,3.61,0.16,-12.37,-0.54,365.33,36.53,486
213,Exit short,2026-06-26 20:24,GOLD FLIP,1.13823,2000,2275.26,-1.29,-0.06,0.09,0.89,0.04,-11.63,-0.51,364.11,36.41,286
213,Entry short,2026-06-26 06:06,GOLD SELL,1.13763,2000,2275.26,-1.29,-0.06,0.09,0.89,0.04,-11.63,-0.51,364.11,36.41,286
214,Exit short,2026-06-26 20:24,GOLD FLIP,1.13823,2000,2277.18,0.63,0.03,0.09,0.75,0.03,-0.33,-0.01,364.81,36.48,7
214,Entry short,2026-06-26 20:03,GOLD SELL,1.13859,2000,2277.18,0.63,0.03,0.09,0.75,0.03,-0.33,-0.01,364.81,36.48,7
215,Exit long,2026-06-29 02:00,GOLD FLIP,1.13874,2000,2276.46,0.92,0.04,0.11,1.89,0.08,-0.91,-0.04,365.66,36.57,110
215,Entry long,2026-06-26 20:24,GOLD BUY,1.13823,2000,2276.46,0.92,0.04,0.11,1.89,0.08,-0.91,-0.04,365.66,36.57,110
216,Exit long,2026-06-29 02:00,GOLD FLIP,1.13874,2000,2277.54,-0.16,-0.01,0.11,0.27,0.01,-0.79,-0.03,365.56,36.56,19
216,Entry long,2026-06-29 01:03,GOLD BUY,1.13877,2000,2277.54,-0.16,-0.01,0.11,0.27,0.01,-0.79,-0.03,365.56,36.56,19
217,Exit short,2026-06-30 05:03,GOLD FLIP,1.13981,2000,2277.48,-2.23,-0.10,0.09,1.19,0.05,-8.73,-0.38,363.19,36.32,541
217,Entry short,2026-06-29 02:00,GOLD SELL,1.13874,2000,2277.48,-2.23,-0.10,0.09,1.19,0.05,-8.73,-0.38,363.19,36.32,541
218,Exit short,2026-06-30 05:03,GOLD FLIP,1.13981,2000,2278.68,-1.03,-0.05,0.09,0.07,0.00,-7.53,-0.33,362.22,36.22,443
218,Entry short,2026-06-29 06:54,GOLD SELL,1.13934,2000,2278.68,-1.03,-0.05,0.09,0.07,0.00,-7.53,-0.33,362.22,36.22,443
219,Exit short,2026-06-30 05:03,GOLD FLIP,1.13981,2000,2285.26,5.55,0.24,0.09,5.79,0.25,-0.31,-0.01,367.84,36.78,180
219,Entry short,2026-06-29 20:03,GOLD SELL,1.14263,2000,2285.26,5.55,0.24,0.09,5.79,0.25,-0.31,-0.01,367.84,36.78,180
220,Exit long,2026-06-30 20:03,GOLD FLIP,1.14218,2000,2279.62,4.64,0.20,0.11,7.69,0.34,-3.13,-0.14,372.41,37.24,300
220,Entry long,2026-06-30 05:03,GOLD BUY,1.13981,2000,2279.62,4.64,0.20,0.11,7.69,0.34,-3.13,-0.14,372.41,37.24,300
221,Exit long,2026-06-30 20:03,GOLD FLIP,1.14218,2000,2277.62,6.64,0.29,0.11,9.69,0.43,-1.13,-0.05,379.11,37.91,280
221,Entry long,2026-06-30 06:03,GOLD BUY,1.13881,2000,2277.62,6.64,0.29,0.11,9.69,0.43,-1.13,-0.05,379.11,37.91,280
222,Exit short,2026-07-01 20:06,GOLD FLIP,1.13811,2000,2284.36,8,0.35,0.14,11.91,0.52,-1.21,-0.05,387.11,38.71,481
222,Entry short,2026-06-30 20:03,GOLD SELL,1.14218,2000,2284.36,8,0.35,0.14,11.91,0.52,-1.21,-0.05,387.11,38.71,481
223,Exit long,2026-07-02 06:09,GOLD FLIP,1.13876,2000,2276.22,1.16,0.05,0.14,1.45,0.06,-1.51,-0.07,388.27,38.83,201
223,Entry long,2026-07-01 20:06,GOLD BUY,1.13811,2000,2276.22,1.16,0.05,0.14,1.45,0.06,-1.51,-0.07,388.27,38.83,201
224,Exit short,2026-07-06 01:09,GOLD FLIP,1.14349,2000,2277.52,-9.55,-0.42,0.09,1.11,0.05,-17.11,-0.75,378.58,37.86,858
224,Entry short,2026-07-02 06:09,GOLD SELL,1.13876,2000,2277.52,-9.55,-0.42,0.09,1.11,0.05,-17.11,-0.75,378.58,37.86,858
225,Exit short,2026-07-06 01:09,GOLD FLIP,1.14349,2000,2286.28,-0.79,-0.03,0.09,2.07,0.09,-6.29,-0.28,377.85,37.79,580
225,Entry short,2026-07-02 20:03,GOLD SELL,1.14314,2000,2286.28,-0.79,-0.03,0.09,2.07,0.09,-6.29,-0.28,377.85,37.79,580
226,Exit short,2026-07-06 01:09,GOLD FLIP,1.14349,2000,2289.44,2.37,0.10,0.09,3.07,0.13,-3.13,-0.14,380.29,38.03,380
226,Entry short,2026-07-03 06:03,GOLD SELL,1.14472,2000,2289.44,2.37,0.10,0.09,3.07,0.13,-3.13,-0.14,380.29,38.03,380
227,Exit long,2026-07-06 01:18,GOLD FLIP,1.14395,2000,2286.98,0.78,0.03,0.14,1.19,0.05,-0.47,-0.02,381.07,38.11,3
227,Entry long,2026-07-06 01:09,GOLD BUY,1.14349,2000,2286.98,0.78,0.03,0.14,1.19,0.05,-0.47,-0.02,381.07,38.11,3
228,Exit short,2026-07-06 07:00,GOLD FLIP,1.14237,2000,2287.9,3.02,0.13,0.14,3.19,0.14,-0.35,-0.02,384.09,38.41,114
228,Entry short,2026-07-06 01:18,GOLD SELL,1.14395,2000,2287.9,3.02,0.13,0.14,3.19,0.14,-0.35,-0.02,384.09,38.41,114
229,Exit long,2026-07-06 20:03,GOLD FLIP,1.14414,2000,2284.74,3.4,0.15,0.14,4.23,0.19,-3.13,-0.14,387.49,38.75,261
229,Entry long,2026-07-06 07:00,GOLD BUY,1.14237,2000,2284.74,3.4,0.15,0.14,4.23,0.19,-3.13,-0.14,387.49,38.75,261
230,Exit short,2026-07-07 06:03,GOLD FLIP,1.1437,2000,2288.28,0.74,0.03,0.14,1.23,0.05,-1.37,-0.06,388.23,38.82,200
230,Entry short,2026-07-06 20:03,GOLD SELL,1.14414,2000,2288.28,0.74,0.03,0.14,1.23,0.05,-1.37,-0.06,388.23,38.82,200
231,Exit long,2026-07-08 06:06,GOLD FLIP,1.14184,2000,2287.4,-3.81,-0.17,0.09,0.97,0.04,-7.77,-0.34,384.28,38.43,481
231,Entry long,2026-07-07 06:03,GOLD BUY,1.1437,2000,2287.4,-3.81,-0.17,0.09,0.97,0.04,-7.77,-0.34,384.28,38.43,481
232,Exit long,2026-07-08 06:06,GOLD FLIP,1.14184,2000,2283.48,0.11,0.00,0.09,0.13,0.01,-3.85,-0.17,384.45,38.45,201
232,Entry long,2026-07-07 20:03,GOLD BUY,1.14174,2000,2283.48,0.11,0.00,0.09,0.13,0.01,-3.85,-0.17,384.45,38.45,201
233,Exit long,2026-07-08 06:06,GOLD FLIP,1.14184,2000,2282.4,1.19,0.05,0.09,1.21,0.05,-2.77,-0.12,385.71,38.57,195
233,Entry long,2026-07-07 20:21,GOLD BUY,1.1412,2000,2282.4,1.19,0.05,0.09,1.21,0.05,-2.77,-0.12,385.71,38.57,195
234,Exit short,2026-07-10 20:03,GOLD FLIP,1.14155,2000,2283.68,0.5,0.02,0.08,5.37,0.24,-8.55,-0.37,385.72,38.57,1239
234,Entry short,2026-07-08 06:06,GOLD SELL,1.14184,2000,2283.68,0.5,0.02,0.08,5.37,0.24,-8.55,-0.37,385.72,38.57,1239
235,Exit short,2026-07-10 20:03,GOLD FLIP,1.14155,2000,2285.48,2.3,0.10,0.08,3.13,0.14,-6.75,-0.30,388.09,38.81,959
235,Entry short,2026-07-08 20:06,GOLD SELL,1.14274,2000,2285.48,2.3,0.10,0.08,3.13,0.14,-6.75,-0.30,388.09,38.81,959
236,Exit short,2026-07-10 20:03,GOLD FLIP,1.14155,2000,2286.14,2.96,0.13,0.08,3.79,0.17,-6.09,-0.27,391.12,39.11,757
236,Entry short,2026-07-09 06:12,GOLD SELL,1.14307,2000,2286.14,2.96,0.13,0.08,3.79,0.17,-6.09,-0.27,391.12,39.11,757
237,Exit short,2026-07-10 20:03,GOLD FLIP,1.14155,2000,2286.36,3.18,0.14,0.08,4.01,0.18,-5.87,-0.26,394.38,39.44,756
237,Entry short,2026-07-09 06:15,GOLD SELL,1.14318,2000,2286.36,3.18,0.14,0.08,4.01,0.18,-5.87,-0.26,394.38,39.44,756
238,Exit short,2026-07-10 20:03,GOLD FLIP,1.14155,2000,2286.56,3.38,0.15,0.08,4.21,0.18,-5.67,-0.25,397.83,39.78,480
238,Entry short,2026-07-09 20:03,GOLD SELL,1.14328,2000,2286.56,3.38,0.15,0.08,4.21,0.18,-5.67,-0.25,397.83,39.78,480
239,Exit short,2026-07-10 20:03,GOLD FLIP,1.14155,2000,2289.22,6.04,0.26,0.08,6.87,0.30,-3.01,-0.13,403.94,40.39,355
239,Entry short,2026-07-10 02:18,GOLD SELL,1.14461,2000,2289.22,6.04,0.26,0.08,6.87,0.30,-3.01,-0.13,403.94,40.39,355
240,Exit short,2026-07-10 20:03,GOLD FLIP,1.14155,2000,2289.42,6.24,0.27,0.08,7.07,0.31,-2.81,-0.12,410.25,41.02,341
240,Entry short,2026-07-10 03:00,GOLD SELL,1.14471,2000,2289.42,6.24,0.27,0.08,7.07,0.31,-2.81,-0.12,410.25,41.02,341
241,Exit short,2026-07-10 20:03,GOLD FLIP,1.14155,2000,2289.72,6.54,0.29,0.08,7.37,0.32,-0.17,-0.01,416.86,41.69,300
241,Entry short,2026-07-10 05:03,GOLD SELL,1.14486,2000,2289.72,6.54,0.29,0.08,7.37,0.32,-0.17,-0.01,416.86,41.69,300
242,Exit long,2026-07-13 06:06,GOLD FLIP,1.14051,2000,2283.1,-2.18,-0.10,0.11,0.51,0.02,-6.29,-0.28,414.61,41.46,199
242,Entry long,2026-07-10 20:03,GOLD BUY,1.14155,2000,2283.1,-2.18,-0.10,0.11,0.51,0.02,-6.29,-0.28,414.61,41.46,199
243,Exit long,2026-07-13 06:06,GOLD FLIP,1.14051,2000,2280.46,0.46,0.02,0.11,0.57,0.02,-3.65,-0.16,415.13,41.51,101
243,Entry long,2026-07-13 01:03,GOLD BUY,1.14023,2000,2280.46,0.46,0.02,0.11,0.57,0.02,-3.65,-0.16,415.13,41.51,101
244,Exit short,2026-07-13 20:03,GOLD FLIP,1.13876,2000,2281.02,3.36,0.15,0.14,4.41,0.19,-8.25,-0.36,418.49,41.85,279
244,Entry short,2026-07-13 06:06,GOLD SELL,1.14051,2000,2281.02,3.36,0.15,0.14,4.41,0.19,-8.25,-0.36,418.49,41.85,279
245,Exit long,2026-07-14 20:06,GOLD FLIP,1.14239,2000,2277.52,7.16,0.31,0.11,14.87,0.65,-2.31,-0.10,425.58,42.56,480
245,Entry long,2026-07-13 20:03,GOLD BUY,1.13876,2000,2277.52,7.16,0.31,0.11,14.87,0.65,-2.31,-0.10,425.58,42.56,480
246,Exit long,2026-07-14 20:06,GOLD FLIP,1.14239,2000,2276.52,8.15,0.36,0.11,15.87,0.70,-1.31,-0.06,433.8,43.38,477
246,Entry long,2026-07-13 20:12,GOLD BUY,1.13826,2000,2276.52,8.15,0.36,0.11,15.87,0.70,-1.31,-0.06,433.8,43.38,477
247,Exit short,2026-07-16 20:03,GOLD FLIP,1.14396,2000,2284.78,-3.23,-0.14,0.09,3.49,0.15,-11.81,-0.52,430.43,43.04,959
247,Entry short,2026-07-14 20:06,GOLD SELL,1.14239,2000,2284.78,-3.23,-0.14,0.09,3.49,0.15,-11.81,-0.52,430.43,43.04,959
248,Exit short,2026-07-16 20:03,GOLD FLIP,1.14396,2000,2288.6,0.59,0.03,0.09,7.31,0.32,-7.99,-0.35,431.08,43.11,745
248,Entry short,2026-07-15 06:48,GOLD SELL,1.1443,2000,2288.6,0.59,0.03,0.09,7.31,0.32,-7.99,-0.35,431.08,43.11,745
249,Exit short,2026-07-16 20:03,GOLD FLIP,1.14396,2000,2294.02,6.01,0.26,0.09,7.69,0.34,-1.35,-0.06,437.16,43.72,479
249,Entry short,2026-07-15 20:06,GOLD SELL,1.14701,2000,2294.02,6.01,0.26,0.09,7.69,0.34,-1.35,-0.06,437.16,43.72,479
250,Exit long,2026-07-20 05:27,GOLD FLIP,1.14443,2000,2287.92,0.85,0.04,0.09,2.47,0.11,-3.23,-0.14,437.87,43.79,667
250,Entry long,2026-07-16 20:03,GOLD BUY,1.14396,2000,2287.92,0.85,0.04,0.09,2.47,0.11,-3.23,-0.14,437.87,43.79,667
251,Exit long,2026-07-20 05:27,GOLD FLIP,1.14443,2000,2287.2,1.57,0.07,0.09,1.67,0.07,-2.51,-0.11,439.5,43.95,187
251,Entry long,2026-07-17 20:03,GOLD BUY,1.1436,2000,2287.2,1.57,0.07,0.09,1.67,0.07,-2.51,-0.11,439.5,43.95,187
252,Exit long,2026-07-20 05:27,GOLD FLIP,1.14443,2000,2285.62,3.15,0.14,0.09,3.25,0.14,-0.13,-0.01,442.72,44.27,88
252,Entry long,2026-07-20 01:03,GOLD BUY,1.14281,2000,2285.62,3.15,0.14,0.09,3.25,0.14,-0.13,-0.01,442.72,44.27,88
253,Exit short,2026-07-20 20:03,GOLD FLIP,1.1416,2000,2288.86,5.52,0.24,0.14,8.27,0.36,-1.11,-0.05,448.24,44.82,292
253,Entry short,2026-07-20 05:27,GOLD SELL,1.14443,2000,2288.86,5.52,0.24,0.14,8.27,0.36,-1.11,-0.05,448.24,44.82,292
254,Exit long,2026-07-21 06:12,GOLD FLIP,1.14167,2000,2283.2,0,0.00,0.14,0.57,0.02,-1.55,-0.07,448.24,44.82,203
254,Entry long,2026-07-20 20:03,GOLD BUY,1.1416,2000,2283.2,0,0.00,0.14,0.57,0.02,-1.55,-0.07,448.24,44.82,203
255,Exit short,2026-07-21 20:03,GOLD FLIP,1.14029,2000,2283.34,2.62,0.11,0.14,3.59,0.16,-2.49,-0.11,450.86,45.09,277
255,Entry short,2026-07-21 06:12,GOLD SELL,1.14167,2000,2283.34,2.62,0.11,0.14,3.59,0.16,-2.49,-0.11,450.86,45.09,277
256,Exit long,2026-07-22 20:03,GOLD FLIP,1.14114,2000,2280.58,1.56,0.07,0.14,3.67,0.16,-1.59,-0.07,452.42,45.24,480
256,Entry long,2026-07-21 20:03,GOLD BUY,1.14029,2000,2280.58,1.56,0.07,0.14,3.67,0.16,-1.59,-0.07,452.42,45.24,480
257,Exit short,2026-07-23 20:06,GOLD FLIP,1.13765,2000,2282.28,6.88,0.30,0.11,9.39,0.41,-4.97,-0.22,459.23,45.92,481
257,Entry short,2026-07-22 20:03,GOLD SELL,1.14114,2000,2282.28,6.88,0.30,0.11,9.39,0.41,-4.97,-0.22,459.23,45.92,481
258,Exit short,2026-07-23 20:06,GOLD FLIP,1.13765,2000,2285.86,10.46,0.46,0.11,12.97,0.57,-1.39,-0.06,469.75,46.98,301
258,Entry short,2026-07-23 05:03,GOLD SELL,1.14293,2000,2285.86,10.46,0.46,0.11,12.97,0.57,-1.39,-0.06,469.75,46.98,301
259,Exit long,2026-07-27 01:15,GOLD FLIP,1.14035,2000,2275.3,5.31,0.23,0.09,5.39,0.24,-2.39,-0.11,474.92,47.49,582
259,Entry long,2026-07-23 20:06,GOLD BUY,1.13765,2000,2275.3,5.31,0.23,0.09,5.39,0.24,-2.39,-0.11,474.92,47.49,582
260,Exit long,2026-07-27 01:15,GOLD FLIP,1.14035,2000,2274.02,6.59,0.29,0.09,6.67,0.29,-0.61,-0.03,481.57,48.16,102
260,Entry long,2026-07-24 20:06,GOLD BUY,1.13701,2000,2274.02,6.59,0.29,0.09,6.67,0.29,-0.61,-0.03,481.57,48.16,102
261,Exit long,2026-07-27 01:15,GOLD FLIP,1.14035,2000,2279.98,0.63,0.03,0.09,0.71,0.03,-0.09,0.00,482.27,48.23,1
261,Entry long,2026-07-27 01:12,GOLD BUY,1.13999,2000,2279.98,0.63,0.03,0.09,0.71,0.03,-0.09,0.00,482.27,48.23,1
262,Exit short,2026-07-27 20:03,GOLD FLIP,1.13689,2000,2280.7,6.82,0.30,0.11,7.17,0.31,-3.03,-0.13,489.02,48.90,376
262,Entry short,2026-07-27 01:15,GOLD SELL,1.14035,2000,2280.7,6.82,0.30,0.11,7.17,0.31,-3.03,-0.13,489.02,48.90,376
263,Exit short,2026-07-27 20:03,GOLD FLIP,1.13689,2000,2281.32,7.44,0.33,0.11,7.79,0.34,-2.41,-0.11,496.52,49.65,373
263,Entry short,2026-07-27 01:24,GOLD SELL,1.14066,2000,2281.32,7.44,0.33,0.11,7.79,0.34,-2.41,-0.11,496.52,49.65,373
264,Exit long,2026-07-28 20:03,GOLD FLIP,1.13873,2000,2273.78,3.59,0.16,0.09,7.21,0.32,-3.23,-0.14,499.97,50.00,480
264,Entry long,2026-07-27 20:03,GOLD BUY,1.13689,2000,2273.78,3.59,0.16,0.09,7.21,0.32,-3.23,-0.14,499.97,50.00,480
265,Exit long,2026-07-28 20:03,GOLD FLIP,1.13873,2000,2273.68,3.69,0.16,0.09,7.31,0.32,-3.13,-0.14,503.72,50.37,380
265,Entry long,2026-07-28 01:03,GOLD BUY,1.13684,2000,2273.68,3.69,0.16,0.09,7.31,0.32,-3.13,-0.14,503.72,50.37,380
266,Exit long,2026-07-28 20:03,GOLD FLIP,1.13873,2000,2272.48,4.89,0.22,0.09,8.51,0.37,-1.93,-0.08,508.68,50.87,276
266,Entry long,2026-07-28 06:15,GOLD BUY,1.13624,2000,2272.48,4.89,0.22,0.09,8.51,0.37,-1.93,-0.08,508.68,50.87,276
267,Exit short,2026-08-03 20:03,GOLD FLIP,1.15136,2000,2277.46,-25.34,-1.11,0.08,2.45,0.11,-34.37,-1.51,482.99,48.30,1919
267,Entry short,2026-07-28 20:03,GOLD SELL,1.13873,2000,2277.46,-25.34,-1.11,0.08,2.45,0.11,-34.37,-1.51,482.99,48.30,1919
268,Exit short,2026-08-03 20:03,GOLD FLIP,1.15136,2000,2290.72,-12.08,-0.53,0.08,3.75,0.16,-21.11,-0.92,470.98,47.10,1439
268,Entry short,2026-07-29 20:03,GOLD SELL,1.14536,2000,2290.72,-12.08,-0.53,0.08,3.75,0.16,-21.11,-0.92,470.98,47.10,1439
269,Exit short,2026-08-03 20:03,GOLD FLIP,1.15136,2000,2293.1,-9.7,-0.42,0.08,6.13,0.27,-18.73,-0.82,461.35,46.13,1339
269,Entry short,2026-07-30 01:03,GOLD SELL,1.14655,2000,2293.1,-9.7,-0.42,0.08,6.13,0.27,-18.73,-0.82,461.35,46.13,1339
270,Exit short,2026-08-03 20:03,GOLD FLIP,1.15136,2000,2306.76,3.96,0.17,0.08,15.63,0.68,-5.07,-0.22,465.37,46.54,959
270,Entry short,2026-07-30 20:03,GOLD SELL,1.15338,2000,2306.76,3.96,0.17,0.08,15.63,0.68,-5.07,-0.22,465.37,46.54,959
271,Exit short,2026-08-03 20:03,GOLD FLIP,1.15136,2000,2306.34,3.54,0.15,0.08,6.17,0.27,-5.49,-0.24,468.98,46.90,479
271,Entry short,2026-07-31 20:03,GOLD SELL,1.15317,2000,2306.34,3.54,0.15,0.08,6.17,0.27,-5.49,-0.24,468.98,46.90,479
272,Exit short,2026-08-03 20:03,GOLD FLIP,1.15136,2000,2307.52,4.72,0.20,0.08,7.35,0.32,-3.75,-0.16,473.77,47.38,380
272,Entry short,2026-08-03 01:03,GOLD SELL,1.15376,2000,2307.52,4.72,0.20,0.08,7.35,0.32,-3.75,-0.16,473.77,47.38,380
273,Exit long,2026-08-04 20:03,GOLD FLIP,1.15326,2000,2302.72,3.66,0.16,0.14,3.99,0.17,-2.35,-0.10,477.43,47.74,480
273,Entry long,2026-08-03 20:03,GOLD BUY,1.15136,2000,2302.72,3.66,0.16,0.14,3.99,0.17,-2.35,-0.10,477.43,47.74,480
274,Exit short,2026-08-06 06:06,GOLD FLIP,1.1547,2000,2306.52,-2.97,-0.13,0.09,1.91,0.08,-5.51,-0.24,474.32,47.43,681
274,Entry short,2026-08-04 20:03,GOLD SELL,1.15326,2000,2306.52,-2.97,-0.13,0.09,1.91,0.08,-5.51,-0.24,474.32,47.43,681
275,Exit short,2026-08-06 06:06,GOLD FLIP,1.1547,2000,2306.84,-2.65,-0.12,0.09,1.43,0.06,-5.19,-0.22,471.73,47.17,573
275,Entry short,2026-08-05 01:27,GOLD SELL,1.15342,2000,2306.84,-2.65,-0.12,0.09,1.43,0.06,-5.19,-0.22,471.73,47.17,573
276,Exit short,2026-08-06 06:06,GOLD FLIP,1.1547,2000,2310.76,1.27,0.05,0.09,1.43,0.06,-1.27,-0.05,473.07,47.31,201
276,Entry short,2026-08-05 20:03,GOLD SELL,1.15538,2000,2310.76,1.27,0.05,0.09,1.43,0.06,-1.27,-0.05,473.07,47.31,201
277,Exit long,2026-08-07 20:12,GOLD FLIP,1.15654,2000,2309.4,3.58,0.15,0.11,6.69,0.29,-6.57,-0.28,476.58,47.66,762
277,Entry long,2026-08-06 06:06,GOLD BUY,1.1547,2000,2309.4,3.58,0.15,0.11,6.69,0.29,-6.57,-0.28,476.58,47.66,762
278,Exit long,2026-08-07 20:12,GOLD FLIP,1.15654,2000,2304.94,8.04,0.35,0.11,11.15,0.48,-1.53,-0.07,484.68,48.47,483
278,Entry long,2026-08-06 20:03,GOLD BUY,1.15247,2000,2304.94,8.04,0.35,0.11,11.15,0.48,-1.53,-0.07,484.68,48.47,483
279,Exit short,2026-08-10 01:00,Open,1.15579,2000,2313.08,1.36,0.06,0.07,2.13,0.09,-1.05,-0.05,485.97,48.60,95
279,Entry short,2026-08-07 20:12,GOLD SELL,1.15654,2000,2313.08,1.36,0.06,0.07,2.13,0.09,-1.05,-0.05,485.97,48.60,95
